LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,default,total_bill,total_payment,debt_ratio,avg_delay,payment_ratio
300000,2,1,2,48,2,0,0,304040,305627,305697,11500,12000,10000,1,915364,33500,3.051213333,0.6666666667,0.03659746287
100000,2,2,1,29,1,3,3,85264,83376,81445,0,0,3200,0,250085,3200,2.50085,2.333333333,0.01279564948
20000,1,3,2,43,0,0,0,19107,20120,19445,1330,1274,660,0,58672,3264,2.9336,0,0.05563130624
20000,1,3,1,69,0,0,0,18516,19193,18578,1700,2000,2000,0,56287,5700,2.81435,0,0.1012667223
70000,1,3,1,56,0,0,0,42039,46330,47480,5000,2238,3000,0,135849,10238,1.9407,0,0.07536308696
60000,2,2,2,31,2,0,0,19921,20993,21736,1700,1400,1800,0,62650,4900,1.044166667,0.6666666667,0.0782122905
180000,2,2,1,51,2,2,0,15100,14627,15632,0,1495,650,0,45359,2145,0.2519944444,1.333333333,0.04728940232
360000,2,1,2,31,-1,-1,-1,1041,5792,1358,5821,1367,5220,0,8191,12408,0.02275277778,-1,1.514833354
200000,1,1,1,34,2,2,2,170487,174258,175905,8000,6000,7000,1,520650,21000,2.60325,2,0.04033419764
170000,2,2,1,42,0,0,0,37772,38862,39914,2000,2000,1610,0,116548,5610,0.6855764706,0,0.04813467413
170000,2,1,1,51,-2,-2,-2,4667,5910,1630,5914,1630,2326,0,12207,9870,0.07180588235,-2,0.8085524699
60000,2,3,1,51,1,-1,-1,0,724,0,724,0,785,0,724,1509,0.01206666667,-0.3333333333,2.084254144
30000,1,2,2,27,1,2,0,29956,28469,58384,0,2000,30000,1,116809,32000,3.893633333,1,0.2739514935
140000,2,1,1,37,0,0,0,37625,38023,39577,1657,2211,1459,0,115225,5327,0.8230357143,0,0.04623128661
20000,1,1,2,25,0,0,0,15848,16883,17839,1595,1551,752,0,50570,3898,2.5285,0,0.07708127348
20000,2,1,2,27,0,0,0,14088,8842,6653,1111,1009,7,0,29583,2127,1.47915,0,0.07189940168
520000,1,1,2,39,-1,-1,-1,13273,12709,5480,12712,5487,5397,0,31462,23596,0.06050384615,-1,0.7499841078
30000,2,2,2,22,0,0,-1,10348,9287,1900,1013,1900,0,0,21535,2913,0.7178333333,-0.3333333333,0.1352681681
70000,2,1,2,24,1,2,0,71017,64454,64182,0,1809,2500,0,199653,4309,2.852185714,1,0.02158244554
80000,2,3,1,54,0,0,0,76752,77528,68966,3768,3009,2009,0,223246,8786,2.790575,0,0.03935568834
50000,1,3,1,36,1,3,2,21031,20411,23766,0,4000,0,1,65208,4000,1.30416,2,0.06134216661
170000,2,1,2,25,0,0,0,26359,5275,0,1275,0,0,0,31634,1275,0.1860823529,0,0.04030473541
160000,2,2,2,24,2,2,2,67018,67257,68939,1900,3400,5100,0,203214,10400,1.2700875,2,0.05117757635
360000,2,2,2,30,1,2,2,7102,6922,1861,1893,0,1457,0,15885,3350,0.044125,1.666666667,0.2108907775
420000,2,2,2,25,-1,2,0,2804,2615,3392,0,1000,1000,0,8811,2000,0.02097857143,0.3333333333,0.226988991
30000,1,3,2,45,0,0,0,28185,28296,23455,1377,1370,1294,0,79936,4041,2.664533333,0,0.05055294235
60000,1,2,1,36,1,2,0,36544,37357,38067,1700,1632,1388,0,111968,4720,1.866133333,1,0.0421549014
160000,2,2,1,31,0,0,0,135320,146230,76660,5000,10000,5000,0,358210,20000,2.2388125,0,0.05583317049
170000,2,1,1,44,-2,-2,-2,10309,4944,28144,4944,28144,1883,0,43397,34971,0.2552764706,-2,0.8058391133
20000,1,3,1,52,1,2,0,20838,20212,20148,0,1200,397,1,61198,1597,3.0599,1,0.02609562404
290000,2,1,1,45,-2,-2,-2,1092,1335,1222,1335,1222,1513,0,3649,4070,0.01258275862,-2,1.115374075
340000,2,2,2,52,-2,-2,-2,3375,3267,-2,3283,0,500,0,6640,3783,0.01952941176,-2,0.5697289157
60000,1,1,2,31,1,-2,-2,0,-200,-200,0,0,4400,1,-400,4400,-0.006666666667,-1,0
500000,2,1,1,36,-1,-1,-1,51465,24201,325030.39,24201,76651.02,7017,0,400696.39,107869.02,0.80139278,-1,0.2692038728
230000,2,3,2,54,0,0,0,66108,45000,33477,6840,3000,2000,0,144585,11840,0.6286304348,0,0.08188954594
30000,2,4,1,53,0,0,0,28191,27166,17769,1600,1300,1000,0,73126,3900,2.437533333,0,0.053332604
20000,1,1,2,25,1,-1,2,0,1825,1346,3650,0,300,0,3171,3950,0.15855,0.6666666667,1.245663828
140000,2,2,2,30,-1,-1,-2,854,0,0,0,0,0,0,854,0,0.0061,-1.333333333,0
500000,1,2,1,31,0,0,0,39291,29122,26639,1700,1174,1007,0,95052,3881,0.190104,0,0.04083028237
120000,2,1,1,39,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
70000,2,2,2,25,0,0,0,63745,55670,47413,2294,2100,1600,1,166828,5994,2.383257143,0,0.03592922051
280000,2,2,1,50,-1,-1,-1,25040,41270,570,41275,570,1074,0,66880,42919,0.2388571429,-1,0.6417314593
130000,1,2,1,53,-1,-1,-1,780,0,390,0,390,390,0,1170,780,0.009,-1,0.6666666667
70000,1,1,2,30,0,0,0,68971,69872,66932,2700,3100,3900,1,205775,9700,2.939642857,0,0.04713886527
340000,2,2,1,42,-1,-1,-1,14087,11007,16971,11013,17025,10734,0,42065,38772,0.1237205882,-1,0.9217163913
210000,1,1,2,28,-1,-1,-1,1832,1074,1002,1074,1002,711,0,3908,2787,0.01860952381,-1,0.7131525077
80000,2,2,2,57,-1,-1,-1,3072,2856,0,2856,0,0,0,5928,2856,0.0741,-1,0.4817813765
120000,2,2,2,43,-1,-1,-1,316,71316,316,66522.18,316,316,0,71948,67154.18,0.5995666667,-1,0.9333710458
100000,2,1,2,28,0,0,0,102697,100462,101879,4600,4000,4000,0,305038,12600,3.05038,0,0.04130632905
20000,1,1,2,22,0,0,0,14720,15432,16252,3880,1200,298,0,46404,5378,2.3202,0,0.1158951814
220000,2,1,1,46,2,2,0,243517,228368,224414,0,10000,7200,0,696299,17200,3.164995455,1.333333333,0.02470203174
70000,2,1,2,34,2,2,2,44347,43357,46626,0,4000,2000,1,134330,6000,1.919,2,0.04466612075
20000,2,2,1,26,0,0,0,73404,75132,77264,2600,2500,2000,0,225800,7100,11.29,0,0.03144375554
100000,2,2,2,32,0,0,0,54933,56151,56677,2700,2055,2500,0,167761,7255,1.67761,0,0.04324604646
110000,2,2,2,24,0,0,0,49782,50858,51780,1878,1800,2647,0,152420,6325,1.385636364,0,0.04149717885
80000,2,3,2,27,2,2,2,3682,4714,2336,3193,0,0,0,10732,3193,0.13415,2,0.2975214312
30000,2,1,2,29,1,-1,-1,0,686,405,686,409,3190,0,1091,4285,0.03636666667,-0.3333333333,3.927589368
30000,2,2,1,34,0,-1,-1,27816,1250,24135,1260,24135,1000,0,53201,26395,1.773366667,-0.6666666667,0.4961372907
60000,1,1,2,27,0,0,0,57753,59186,59001,2960,1628,1002,1,175940,5590,2.932333333,0,0.03177219507
50000,2,1,2,27,0,0,0,44421,45897,46920,2500,2100,2000,0,137238,6600,2.74476,0,0.04809163643
260000,2,2,1,53,0,0,0,222134,223345,225258,10020,10007,10017,0,670737,30044,2.579757692,0,0.04479251927
500000,2,1,2,29,0,0,0,201500,196051,161342,10000,7031,10100,0,558893,27131,1.117786,0,0.04854417572
110000,2,1,2,35,-1,2,-1,549,179,1166,0,1166,0,0,1894,1166,0.01721818182,0,0.6156282999
30000,2,3,1,33,2,2,2,27126,29970,29192,3600,0,2700,0,86288,6300,2.876266667,2,0.07301131096
180000,2,1,2,31,-1,-1,-1,8260,5921,0,5921,0,0,1,14181,5921,0.07878333333,-1,0.4175304986
170000,2,1,1,35,1,-1,-1,0,3209,0,3209,0,0,1,3209,3209,0.01887647059,-0.3333333333,1
320000,2,1,1,34,-1,-1,-1,800,18873,-150,18873,0,500,1,19523,19373,0.061009375,-1,0.9923167546
10000,2,2,1,53,0,0,0,9269,10400,0,1400,0,0,1,19669,1400,1.9669,0,0.07117799583
50000,1,2,2,26,1,3,3,48481,47426,56623,0,10000,0,0,152530,10000,3.0506,2.333333333,0.06556087327
170000,2,1,2,32,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
120000,2,1,1,51,0,0,0,120290,116082,118405,6000,6000,4000,0,354777,16000,2.956475,0,0.04509875217
30000,2,3,1,47,1,2,0,32724,29279,27149,0,1500,797,0,89152,2297,2.971733333,1,0.02576498564
160000,1,2,2,29,0,0,0,157186,136159,96395,6227,5000,5000,0,389740,16227,2.435875,0,0.04163544927
50000,2,1,2,27,2,2,2,45722,46694,47617,2000,2000,2000,1,140033,6000,2.80066,2,0.0428470432
30000,2,2,1,44,0,-1,-1,4180,390,0,390,0,780,0,4570,1170,0.1523333333,-0.6666666667,0.2560175055
50000,1,2,1,36,0,0,0,47606,48653,50144,1815,2306,2000,0,146403,6121,2.92806,0,0.04180925254
240000,2,2,1,45,1,-1,-1,0,396,396,396,396,396,0,792,1188,0.0033,-0.3333333333,1.5
50000,1,3,3,50,0,0,0,45771,23343,0,2266,0,3400,0,69114,5666,1.38228,0,0.08198049599
180000,2,1,2,31,3,3,3,83020,84654,82852,3500,0,0,1,250526,3500,1.391811111,3,0.01397060585
500000,2,2,2,28,0,0,0,215459,201715,141177,7412,4721,3854,0,558351,15987,1.116702,0,0.02863252685
240000,2,3,2,50,0,0,0,223045,218120,221051,9490,8163,6753,0,662216,24406,2.759233333,0,0.03685504428
50000,1,2,2,23,0,0,-1,30101,0,780,434,780,0,0,30881,1214,0.61762,-0.3333333333,0.03931219844
50000,2,2,1,30,2,0,0,6425,4580,0,1050,0,0,1,11005,1050,0.2201,0.6666666667,0.09541117674
220000,1,1,2,38,0,0,0,197600,201708,121499,8200,5100,5400,0,520807,18700,2.367304545,0,0.0359058154
200000,1,2,1,36,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
230000,2,1,1,35,-1,-1,-1,4043,10609,4982,10670,5008,43736,0,19634,59414,0.08536521739,-1,3.026077213
20000,1,3,2,56,0,0,0,15552,16596,17609,1300,1300,700,0,49757,3300,2.48785,0,0.06632232651
130000,2,1,1,37,2,2,2,41795,43914,44396,3100,1500,2000,1,130105,6600,1.000807692,2,0.05072825795
100000,1,2,1,50,0,0,0,95549,98909,81181,5025,2939,18263,0,275639,26227,2.75639,0,0.09514981552
20000,1,2,2,39,0,0,0,15972,16432,17618,1500,1600,347,1,50022,3447,2.5011,0,0.06890967974
50000,2,2,2,26,0,0,0,48801,50140,48776,2144,1000,19251,0,147717,22395,2.95434,0,0.1516074656
140000,1,3,1,45,2,2,2,78663,76839,80561,0,5000,5000,1,236063,10000,1.686164286,2,0.04236157297
90000,1,2,2,32,0,0,0,23730,24693,6470,2000,5000,5000,0,54893,12000,0.6099222222,0,0.2186071084
290000,2,1,1,39,1,-1,-1,1358,2586,11101,2613,11101,10000,0,15045,23714,0.05187931034,-0.3333333333,1.576204719
180000,2,2,2,34,0,0,0,181385,170946,171079,8194,8500,4600,1,523410,21294,2.907833333,0,0.04068321201
200000,2,3,1,57,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
110000,1,1,1,32,2,2,2,95686,98374,99562,5100,3700,3500,1,293622,12300,2.669290909,2,0.04189059403
50000,1,3,2,28,0,0,0,17141,18361,19214,1500,1211,516,0,54716,3227,1.09432,0,0.05897726442
290000,2,2,1,48,-2,-2,-2,10608,34470,11888,34470,11890,27114,0,56966,73474,0.1964344828,-2,1.28978689
380000,1,1,1,46,2,2,2,88069,90418,88327,4400,0,6300,1,266814,10700,0.7021421053,2,0.04010284318
480000,1,2,1,39,0,0,0,350110.68,337495.28,300134,15000,30000,20000,0,987739.96,65000,2.057791583,0,0.06580679393
30000,2,2,2,22,0,0,-2,18830,0,0,0,0,0,0,18830,0,0.6276666667,-0.6666666667,0
380000,1,1,1,50,0,0,0,211463,201613,191343,10000,10000,10000,0,604419,30000,1.590576316,0,0.04963444233
340000,2,1,1,42,0,0,0,221587,216472,218817,8409,8500,8500,0,656876,25409,1.931988235,0,0.03868157765
30000,2,2,2,22,0,0,-1,17358,-36,23114,0,23150,2000,0,40436,25150,1.347866667,-0.3333333333,0.6219705213
200000,1,3,1,29,-1,-1,-1,15456,46620,22935,46722,22985,8346,0,85011,78053,0.425055,-1,0.9181517686
360000,2,1,2,30,0,0,0,40514,31871,27793,1800,2025,3000,0,100178,6825,0.2782722222,0,0.06812873086
160000,1,1,1,49,-1,-1,2,316,632,316,632,0,316,1,1264,948,0.0079,0,0.75
50000,1,2,2,40,1,1,-1,50209,-200,409,0,2931,30000,0,50418,32931,1.00836,0.3333333333,0.6531595859
200000,1,2,2,32,-2,-2,-2,1473,1473,390,1473,390,390,0,3336,2253,0.01668,-2,0.6753597122
60000,1,2,2,30,0,0,0,39264,41622,42627,3000,2000,2000,0,123513,7000,2.05855,0,0.05667419624
80000,2,3,1,53,-1,2,-1,780,390,390,0,390,390,0,1560,780,0.0195,0,0.5
100000,2,2,1,38,2,2,0,50721,49635,50509,0,2000,2000,1,150865,4000,1.50865,1.333333333,0.02651377059
330000,1,1,1,37,-2,-2,-2,18807,15865,34284,2087,10054,2840,1,68956,14981,0.2089575758,-2,0.2172544811
500000,2,1,2,44,-2,-2,-2,0,5218,3981,5218,3981,0,0,9199,9199,0.018398,-2,1
180000,2,2,1,32,0,0,0,54842,55435,56810,2073,2359,8000,0,167087,12432,0.9282611111,0,0.07440435222
200000,2,2,1,44,0,0,0,120515,117292,24612,3030,4452,0,0,262419,7482,1.312095,0,0.02851165502
420000,2,1,1,39,0,0,0,304964,312224,315822,14000,11230,10000,0,933010,35230,2.221452381,0,0.03775950954
110000,2,2,2,23,0,0,0,34486,43872,45140,10000,2000,2500,0,123498,14500,1.122709091,0,0.1174108083
50000,2,2,1,24,2,0,0,50710,45641,29259,1974,1552,334,1,125610,3860,2.5122,0.6666666667,0.03073003742
130000,2,3,1,46,0,0,0,17505,18529,19545,1312,1328,1000,1,55579,3640,0.4275307692,0,0.06549236222
250000,1,2,1,36,0,0,0,168899,174479,157088,10000,8300,5200,0,500466,23500,2.001864,0,0.04695623679
50000,2,2,2,26,-1,-1,-1,528,378,-150,378,0,0,0,756,378,0.01512,-1,0.5
260000,1,2,1,43,0,0,0,99523,76712,55185,3514,3049,58312,0,231420,64875,0.8900769231,0,0.2803344568
240000,1,2,1,54,0,0,2,16135,249258,243589,66522.18,30,7046,0,508982,73598.18,2.120758333,0.6666666667,0.1445987874
300000,2,1,2,28,0,0,2,24763,33484,31501,10700,0,2000,0,89748,12700,0.29916,0.6666666667,0.1415073316
200000,2,1,1,35,-1,-1,-1,82831,15081,32105,15089,32130,4476,0,130017,51695,0.650085,-1,0.3976018521
600000,2,3,1,46,-1,-1,-1,22921,11441,23471,11444,23537,31171,0,57833,66152,0.09638833333,-1,1.143845209
130000,2,2,2,29,0,0,2,88345,94597,92077,8600,0,3500,0,275019,12100,2.115530769,0.6666666667,0.04399696021
150000,2,1,2,28,-2,-2,-2,9625,2099,5306,2099,5306,8240,0,17030,15645,0.1135333333,-2,0.9186729301
200000,1,1,2,30,-2,-1,0,-81,9208,103360,15143,76651.02,292,0,112487,92086.02,0.562435,-1,0.8186369981
80000,2,2,1,34,1,2,2,46461,47526,46466,2100,0,2800,1,140453,4900,1.7556625,1.666666667,0.03488711526
60000,2,2,1,34,0,0,0,30834,33011,33434,3000,2000,3000,0,97279,8000,1.621316667,0,0.08223768748
360000,1,2,1,31,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
110000,2,4,1,37,0,0,0,70204,69876,69584,2745,2800,2200,0,209664,7745,1.906036364,0,0.03694005647
70000,2,3,1,35,3,2,2,69852,67531,28650,0,2708,0,1,166033,2708,2.3719,2.333333333,0.01631001066
50000,1,1,2,27,1,-2,-1,0,0,71,0,71,0,1,71,71,0.00142,-0.6666666667,1
10000,2,2,2,46,0,0,2,2496,4245,4525,1800,500,1000,1,11266,3300,1.1266,0.6666666667,0.2929167406
120000,1,1,1,51,0,0,0,117446,117781,122030,4400,8002,4200,0,357257,16602,2.977141667,0,0.04647074795
220000,1,2,1,41,-1,-1,-1,8840,1369,5924,6643,5924,1759,0,16133,14326,0.07333181818,-1,0.8879935536
440000,1,1,2,33,-1,2,-1,1137,343,812,0,1300,0,1,2292,1300,0.005209090909,0,0.5671902269
50000,1,2,1,49,-1,-1,-1,1261,1261,1261,1261,1261,480,0,3783,3002,0.07566,-1,0.7935500925
210000,1,2,2,32,0,0,2,155913,165227,161427,13000,0,5666,0,482567,18666,2.297938095,0.6666666667,0.03868063917
490000,2,2,2,34,0,-1,-1,13955,10859,57426,52280,57428,1068,0,82240,110776,0.1678367347,-0.6666666667,1.346984436
160000,1,1,2,30,-1,-1,-1,4180,7781,1256,7781,1276,14160,0,13217,23217,0.08260625,-1,1.756601347
180000,2,2,1,39,0,0,0,46202,47359,48316,2200,2111,1015,0,141877,5326,0.7882055556,0,0.03753955891
330000,2,2,1,45,0,0,0,123813,127050,135631,5100,10600,5000,0,386494,20700,1.171193939,0,0.05355839935
20000,1,2,2,34,0,0,2,17650,18740,18373,2500,1000,1000,0,54763,4500,2.73815,0.6666666667,0.0821722696
120000,2,2,2,37,0,0,0,93822,96916,99051,4848,4877,3625,0,289789,13350,2.414908333,0,0.0460680012
360000,2,1,2,30,-2,-2,-2,-28,-28,1072,0,1100,2025,0,1016,3125,0.002822222222,-2,3.075787402
440000,2,4,2,29,0,0,0,217407,219860,265058,8005,50000,7000,0,702325,65005,1.596193182,0,0.0925568647
70000,2,2,2,34,0,0,0,62694,63995,66446,1818,3000,1903,0,193135,6721,2.759071429,0,0.03479949258
230000,2,1,1,44,1,-1,-1,3884,949,2864,949,2873,933,0,7697,4755,0.03346521739,-0.3333333333,0.6177731584
30000,1,2,2,28,2,0,0,26177,27249,29473,1800,3000,0,1,82899,4800,2.7633,0.6666666667,0.0579017841
260000,1,2,1,34,0,0,0,176688,179281,180957,6929,5088,4138,0,536926,16155,2.0651,0,0.03008794508
30000,1,2,2,25,2,2,3,18941,24602,23921,6000,0,0,1,67464,6000,2.2488,2.333333333,0.08893632159
20000,2,3,3,56,-1,2,-1,190,2946,1473,1473,1473,780,1,4609,3726,0.23045,0,0.808418312
70000,2,3,2,55,0,0,0,69997,41409,31450,1700,3018,3338,0,142856,8056,2.0408,0,0.05639245114
90000,1,3,1,31,0,0,0,68476,68485,67000,4017,4000,4000,0,203961,12017,2.266233333,0,0.0589181265
70000,2,2,2,30,2,0,0,29773,30542,33033,1550,3000,0,1,93348,4550,1.333542857,0.6666666667,0.04874234049
30000,2,2,2,22,1,2,0,29676,28532,29510,0,1493,803,0,87718,2296,2.923933333,1,0.02617478739
270000,1,2,1,51,0,0,0,32108,32784,29891,15000,10000,10000,0,94783,35000,0.3510481481,0,0.3692645306
30000,1,2,1,35,0,0,0,25989,27100,27868,1533,1301,863,0,80957,3697,2.698566667,0,0.04566621787
410000,2,1,1,46,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,-2,0
240000,1,2,2,30,0,0,0,151127,155421,154926,10000,10000,300,0,461474,20300,1.922808333,0,0.0439894772
30000,2,2,2,31,0,0,0,30589,31547,28734,1488,1400,1300,0,90870,4188,3.029,0,0.04608781776
110000,1,2,1,32,0,0,0,56573,26953,28190,2000,2000,0,0,111716,4000,1.0156,0,0.03580507716
20000,1,2,2,24,0,0,0,17850,15528,13597,2019,2000,1003,0,46975,5022,2.34875,0,0.1069079297
500000,1,3,1,55,-2,-2,-2,735,-5,-5,0,0,1017,0,725,1017,0.00145,-2,1.402758621
240000,2,2,2,32,0,0,0,308013,190907,192181,7000,6615,6401,0,691101,20016,2.8795875,0,0.02896248161
140000,2,2,2,25,0,0,0,137585,131666,114989,6200,4246,5000,0,384240,15446,2.744571429,0,0.04019883406
50000,1,1,2,24,0,0,0,42058,35340,22110,1367,1606,692,0,99508,3665,1.99016,0,0.03683120955
130000,1,1,2,27,0,0,0,32464,33805,34810,1867,1872,1256,0,101079,4995,0.7775307692,0,0.04941679281
50000,2,3,1,51,0,0,0,50448,34741,21312,2017,2130,500,1,106501,4647,2.13002,0,0.04363339311
260000,2,1,2,25,-1,-1,0,359,7822,13926,9188,13907,3015,0,22107,26110,0.08502692308,-0.6666666667,1.181073868
100000,1,2,1,35,-1,-1,-1,1131,291,291,291,291,291,0,1713,873,0.01713,-1,0.5096322242
30000,2,3,1,47,2,2,0,25280,24589,26160,0,2000,4200,1,76029,6200,2.5343,1.333333333,0.08154783043
60000,1,1,2,26,-1,-1,2,440,880,440,880,0,880,0,1760,1760,0.02933333333,0,1
20000,2,3,1,35,0,0,2,15791,18218,18621,3000,1000,0,1,52630,4000,2.6315,0.6666666667,0.07600228007
60000,2,2,1,24,3,2,2,33866,33041,35284,0,2900,0,1,102191,2900,1.703183333,2.333333333,0.02837823292
350000,2,2,3,44,2,2,-2,52949,-200,-200,3682,0,1878,0,52549,5560,0.15014,0.6666666667,0.1058060096
130000,2,2,1,41,2,2,0,133894,130312,128653,0,7347,4000,1,392859,11347,3.021992308,1.333333333,0.02888313619
390000,2,2,2,26,2,2,2,185111,172865,153795,5000,3000,5000,0,511771,13000,1.312233333,2,0.02540198644
460000,1,1,1,39,2,2,3,2495,2495,2495,0,0,0,1,7485,0,0.01627173913,2.333333333,0
30000,1,3,2,31,0,0,0,27838,28791,27788,1703,1200,2196,1,84417,5099,2.8139,0,0.06040252556
170000,2,2,1,35,-1,-1,0,10316,2798,4543,2798,4022,3229,1,17657,10049,0.1038647059,-0.6666666667,0.5691227275
20000,1,2,2,27,3,2,0,20771,19935,3110,0,1000,100,1,43816,1100,2.1908,1.666666667,0.02510498448
260000,1,2,1,31,0,0,0,12695,9277,7065,4005,4150,0,0,29037,8155,0.1116807692,0,0.2808485725
190000,2,1,2,32,0,0,0,161248,157952,157663,6500,7000,10000,0,476863,23500,2.509805263,0,0.04928040129
480000,1,1,1,37,0,0,0,350110.68,337495.28,325030.39,18507,19307,13534,0,1012636.35,51348,2.109659062,0,0.0507072455
60000,1,2,2,33,0,0,0,58760,57635,56706,2500,2000,2100,0,173101,6600,2.885016667,0,0.0381280293
260000,2,1,1,38,0,0,0,256359,208852,192782,10027,10107,20000,0,657993,40134,2.530742308,0,0.06099456985
50000,2,3,2,50,-2,-2,-2,48781,50283,51400,2283,2400,9463,0,150464,14146,3.00928,-2,0.09401584432
160000,2,1,2,25,0,0,0,76038,64399,52532,2791,3000,1286,0,192969,7077,1.20605625,0,0.03667428447
280000,2,1,2,29,-1,-1,-1,768,786,1379,788,1383,1890,0,2933,4061,0.010475,-1,1.384589158
290000,2,3,1,29,0,0,0,161623,166345,167924,11200,6000,6000,0,495892,23200,1.709972414,0,0.04678438047
240000,2,3,1,36,-1,-1,-1,8020,717,0,724,0,0,0,8737,724,0.03640416667,-1,0.0828659723
20000,2,2,1,41,0,0,0,7434,8453,9249,1300,3000,189,0,25136,4489,1.2568,0,0.1785884787
230000,2,3,1,40,-1,-1,-1,1856,32254,4805,32254,4819,1600,0,38915,38673,0.1691956522,-1,0.9937813183
120000,2,2,1,31,0,0,0,46736,75853,79570,30000,5000,30000,1,202159,65000,1.684658333,0,0.3215290934
400000,1,1,2,28,-2,-2,-2,1202,-14,2893,0,2907,13863,0,4081,16770,0.0102025,-2,4.109286939
80000,1,2,1,34,1,2,2,64575,65961,64308,3000,0,2400,0,194844,5400,2.43555,1.666666667,0.02771447928
200000,2,1,1,37,0,-1,-1,74418,3251,86800,3251,76651.02,1820,0,164469,81722.02,0.822345,-0.6666666667,0.4968840329
20000,1,2,1,48,1,3,3,17453,16898,16334,0,0,1500,1,50685,1500,2.53425,2.333333333,0.0295945546
100000,1,2,2,26,-1,2,-1,214,107,214,0,214,0,1,535,214,0.00535,0,0.4
150000,1,2,3,25,-1,-1,-1,1180,7667,9044,7705,9047,8,1,17891,16760,0.1192733333,-1,0.9367838578
180000,2,2,2,23,0,0,0,178239,178856,177754,7969,6379,6319,1,534849,20667,2.971383333,0,0.03864081264
500000,2,2,1,47,-1,-1,-1,396,396,396,396,396,396,1,1188,1188,0.002376,-1,1
360000,2,2,2,46,-1,-1,-1,4000,311,913,311,920,465,0,5224,1696,0.01451111111,-1,0.3246554364
320000,1,1,2,38,-1,-1,-1,3872,5409,16770,5409,16778,70000,0,26051,92187,0.081409375,-1,3.538712525
220000,1,1,1,42,1,-2,-2,0,0,0,0,0,0,1,0,0,0,-1,0
50000,2,1,2,36,1,2,2,29003,29244,30827,1000,2363,1200,1,89074,4563,1.78148,1.666666667,0.05122706963
310000,1,1,1,47,-2,-2,-2,960,1863,2667,1869,2681,0,0,5490,4550,0.01770967742,-2,0.8287795993
50000,1,2,2,50,0,0,0,16242,13277,10834,1215,1087,297,0,40353,2599,0.80706,0,0.06440661165
160000,2,2,2,23,0,0,0,21905,22473,21380,1373,1000,283,0,65758,2656,0.4109875,0,0.04039052283
280000,2,2,1,40,-1,-1,-1,415,415,415,415,415,565,0,1245,1395,0.004446428571,-1,1.120481928
20000,1,3,2,44,3,3,2,12480,12001,11516,0,0,408,1,35997,408,1.79985,2.666666667,0.01133427786
60000,1,1,2,24,-1,-1,-1,390,780,0,780,0,0,1,1170,780,0.0195,-1,0.6666666667
390000,1,2,1,37,0,0,0,178087,185212,187648,10000,7001,8001,0,550947,25002,1.412684615,0,0.04538004563
50000,1,2,2,25,1,-2,-2,0,0,0,0,0,0,0,0,0,0,-1,0
450000,1,1,2,31,-1,-1,-1,757,1422,2469,1422,2000,0,0,4648,3422,0.01032888889,-1,0.7362306368
180000,1,2,2,26,0,0,0,171041,111580,71902,5000,3340,500,0,354523,8840,1.969572222,0,0.02493491254
140000,1,3,2,30,2,2,2,145627,145339,136223,6005,210,7903,0,427189,14118,3.05135,2,0.03304860378
40000,2,2,2,33,1,2,2,21576,23242,21057,3000,0,1000,0,65875,4000,1.646875,1.666666667,0.06072106262
80000,1,2,2,26,0,0,0,24906,26242,27360,2000,1800,1100,0,78508,4900,0.98135,0,0.0624140215
240000,2,3,2,35,-1,-1,-2,4215,0,0,0,0,0,0,4215,0,0.0175625,-1.333333333,0
80000,1,2,2,33,0,0,0,69963,64081,62582,5000,2012,2000,0,196626,9012,2.457825,0,0.04583320619
360000,2,3,1,45,0,0,0,167370,183070,190369,20000,16000,5000,0,540809,41000,1.502247222,0,0.0758123478
300000,2,2,1,31,-1,-1,-1,3862,-3,6367,0,6370,570,0,10226,6940,0.03408666667,-1,0.6786622335
390000,2,1,2,29,-2,-2,-1,0,0,1630,0,1630,1871,0,1630,3501,0.004179487179,-1.666666667,2.147852761
320000,1,1,1,37,-1,-1,-2,14515,0,0,0,0,0,1,14515,0,0.045359375,-1.333333333,0
220000,2,1,1,26,0,0,0,52593,65221,73395,15000,10000,10000,0,191209,35000,0.8691318182,0,0.1830457771
340000,2,1,2,29,0,0,0,132024,135687,138933,6400,7000,5000,0,406644,18400,1.196011765,0,0.04524842368
90000,2,2,1,32,1,-1,-1,0,323,0,323,0,2520,0,323,2843,0.003588888889,-0.3333333333,8.801857585
130000,2,2,2,33,0,0,-1,7547,3773,4329,1011,4345,9261,0,15649,14617,0.1203769231,-0.3333333333,0.9340532941
160000,1,2,1,37,2,-1,-1,833,833,833,833,833,833,1,2499,2499,0.01561875,0,1
280000,1,1,1,38,-2,-2,-2,101259,7224,11169,7259,11055,2311,1,119652,20625,0.4273285714,-2,0.1723748872
310000,2,2,2,38,-1,-1,-1,1276,3666,2779,3666,2787,3140,0,7721,9593,0.02490645161,-1,1.24245564
